loan_amnt,term,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,verification_status
4800,36 months,9,RENT,64000,debt_consolidation,TX,11.12,0,80.1,16,0,8,not verified
15000,36 months,2,RENT,40000,other,NY,8.37,0,57.2,14,0,9,not verified
6000,36 months,10,MORTGAGE,60000,small_business,WI,19.42,0,2.1,28,0,20,not verified
5000,36 months,5,MORTGAGE,80000,major_purchase,MI,10.81,0,36.8,16,0,12,not verified
3500,36 months,3,OWN,51000,debt_consolidation,CA,20.89,0,62.1,9,0,10,not verified
5000,36 months,3,RENT,42000,other,NY,24.17,0,18.4,12,0,7,not verified
14400,36 months,1,MORTGAGE,102000,debt_consolidation,VA,17.56,0,74.2,38,0,19,verified
10000,36 months,9,MORTGAGE,106000,wedding,TX,9.82,0,28.4,16,0,15,verified
6000,36 months,1,MORTGAGE,24000,debt_consolidation,OK,7.3,0,41.3,15,0,9,not verified
10750,36 months,3,RENT,24960,debt_consolidation,UT,20.24,0,49.6,7,0,13,verified
10000,36 months,2,OWN,47000,wedding,NY,18.97,0,36.1,35,0,14,not verified
20000,36 months,0,RENT,64000,debt_consolidation,NJ,6.06,0,18.3,21,1,9,not verified
7750,36 months,10,MORTGAGE,78000,small_business,FL,13.63,0,4.7,31,0,19,not verified
24250,36 months,10,MORTGAGE,198000,debt_consolidation,CA,12.92,0,63.8,31,0,20,verified
13000,36 months,4,MORTGAGE,61615,debt_consolidation,NV,19.83,0,47.7,26,0,10,verified
25000,36 months,1,RENT,81600,credit_card,MA,17.71,0,45.1,49,0,20,verified
15000,36 months,10,MORTGAGE,61400,debt_consolidation,GA,19.99,0,49.2,19,0,14,not verified
20000,36 months,3,MORTGAGE,102000,debt_consolidation,FL,6.05,0,46.6,33,0,11,not verified
10000,36 months,10,OWN,186000,small_business,MO,6.84,0,49.5,34,1,12,verified
2000,36 months,3,MORTGAGE,65000,small_business,CA,17.8,0,19.8,30,0,8,not verified
2400,36 months,7,OWN,27000,other,GA,22.67,1,9.4,17,0,9,not verified
10000,36 months,5,MORTGAGE,150000,vacation,NJ,1.32,0,8.9,28,0,17,verified
6000,36 months,2,MORTGAGE,30288,other,VA,5.67,0,17.8,9,0,5,not verified
6000,36 months,8,RENT,36250,other,NJ,15.66,0,42,16,0,5,not verified
4800,36 months,2,MORTGAGE,140000,debt_consolidation,VA,15.93,0,66.7,43,0,22,not verified
12500,36 months,4,RENT,60000,debt_consolidation,CO,9.46,0,16.7,29,0,12,verified
5000,36 months,1,RENT,36000,medical,CA,3.17,0,65,9,1,4,not verified
2000,36 months,4,OWN,25000,major_purchase,MA,20.83,4,4.2,14,0,6,not verified
10000,36 months,10,RENT,23000,debt_consolidation,WI,13.93,0,33.3,10,0,16,not verified
6400,36 months,10,MORTGAGE,40000,other,AZ,3.21,0,82.7,23,0,19,not verified
12000,36 months,9,MORTGAGE,150000,debt_consolidation,DC,12.93,0,84.2,46,0,15,not verified
12000,36 months,4,RENT,55000,debt_consolidation,CA,15.71,0,79.2,6,0,5,not verified
4800,36 months,10,RENT,120000,car,FL,14.47,0,51.5,31,0,11,verified
13000,36 months,2,RENT,130000,debt_consolidation,NY,9.2,0,63.1,12,0,8,not verified
6500,36 months,1,RENT,56000,credit_card,VA,11.76,0,6.1,18,0,7,not verified
2400,36 months,0,MORTGAGE,25800,credit_card,VA,10.41,0,97.8,16,0,10,not verified
1000,36 months,1,RENT,7800,educational,UT,7.69,0,92.7,13,0,8,verified
7000,36 months,0,RENT,82000,debt_consolidation,OH,13.14,0,92.3,13,0,6,not verified
7000,36 months,10,MORTGAGE,123000,home_improvement,TX,7.13,0,2.7,23,0,17,not verified
21250,36 months,6,OWN,55000,debt_consolidation,MI,21.69,0,95.1,13,0,15,verified
8500,36 months,2,RENT,45000,debt_consolidation,KY,2.01,0,48,35,0,12,not verified
8500,36 months,5,MORTGAGE,80000,home_improvement,OH,23.23,0,25.8,33,0,35,not verified
7000,36 months,10,MORTGAGE,83000,debt_consolidation,TX,0,0,0,8,0,25,not verified
6000,36 months,1,MORTGAGE,48000,other,FL,1.45,0,53.4,11,0,25,not verified
5000,36 months,5,MORTGAGE,61498,debt_consolidation,OH,17.46,0,31.1,40,0,15,not verified
7500,36 months,7,RENT,40000,debt_consolidation,WA,9.84,0,17.2,41,0,25,not verified
5000,36 months,3,OWN,74000,home_improvement,NJ,12.71,0,48.3,23,0,14,not verified
1800,36 months,2,RENT,25200,credit_card,IL,6.05,0,18.2,15,0,13,verified
9600,36 months,1,RENT,40000,medical,TX,20.97,0,46.4,16,0,5,not verified
5000,36 months,2,RENT,45000,debt_consolidation,MD,14.43,0,44.3,17,0,11,verified
12000,36 months,0,RENT,53000,small_business,GA,19.06,1,12.6,26,0,10,not verified
25000,36 months,10,MORTGAGE,85000,debt_consolidation,FL,10.55,0,63.5,24,0,24,verified
12000,36 months,9,RENT,42500,debt_consolidation,VA,5.56,0,56.5,53,0,12,not verified
4200,36 months,10,MORTGAGE,250000,other,TX,10.58,0,95.2,21,0,20,verified
2500,36 months,5,RENT,120000,other,CA,9.44,1,92.8,7,0,7,not verified
16000,36 months,9,RENT,52000,credit_card,CA,13.71,0,68.1,15,0,11,verified
15000,36 months,2,OWN,56000,credit_card,CT,19.2,0,49.7,14,0,11,not verified
14500,36 months,1,RENT,36000,debt_consolidation,NY,18.23,0,49.1,10,1,8,not verified
4000,36 months,3,MORTGAGE,115000,other,CA,16.82,0,73.3,31,0,20,not verified
14000,36 months,4,RENT,46800,credit_card,MA,0.74,0,14.2,17,0,7,not verified
3200,36 months,2,MORTGAGE,79000,credit_card,VA,18.18,0,35.6,31,0,16,not verified
6000,36 months,6,MORTGAGE,58750,wedding,CA,16.03,0,92.2,17,0,9,not verified
14000,36 months,9,OWN,118000,small_business,FL,0.11,0,0,22,0,18,not verified
16000,36 months,10,RENT,51000,credit_card,CA,14.92,0,82.3,19,0,14,not verified
10000,36 months,0,OWN,20000,other,AL,8.28,0,99.7,4,0,13,not verified
20000,36 months,9,RENT,78000,credit_card,CA,19.42,0,68.7,26,0,20,verified
7000,36 months,1,RENT,37200,credit_card,FL,8.77,0,55.2,8,0,5,not verified
10000,36 months,4,RENT,50000,debt_consolidation,FL,13.49,0,98.7,12,0,9,not verified
10000,36 months,2,RENT,50000,debt_consolidation,CO,18.26,1,69.9,26,1,17,not verified
3300,36 months,1,MORTGAGE,45000,car,NM,11.25,0,19.2,13,0,5,not verified
24250,36 months,1,RENT,62500,small_business,VA,14.9,0,12.6,29,0,20,verified
8000,36 months,2,RENT,60000,debt_consolidation,WI,16.26,0,24.5,25,0,11,not verified
20000,36 months,2,MORTGAGE,65000,small_business,TX,7.53,0,0,16,1,11,verified
9600,36 months,7,RENT,37800,other,CA,23.84,0,32.9,15,1,9,not verified
9000,36 months,10,MORTGAGE,95000,credit_card,GA,9.18,0,3.7,34,0,18,not verified
8500,36 months,5,RENT,55000,credit_card,HI,0.41,0,44.3,17,0,12,not verified
3250,36 months,3,MORTGAGE,60000,debt_consolidation,FL,21.44,0,80.6,28,0,8,not verified
8500,36 months,4,MORTGAGE,36500,credit_card,WA,11.31,0,15.8,24,0,13,not verified
14000,36 months,5,RENT,95000,car,VA,1.28,0,53.5,8,0,7,not verified
2000,36 months,0,RENT,20928,major_purchase,AZ,7.4,0,20,16,0,4,not verified
10000,36 months,9,MORTGAGE,56700,debt_consolidation,FL,13.9,1,94.7,16,0,14,not verified
6400,36 months,3,MORTGAGE,53000,car,WI,19.15,0,88.1,27,0,11,not verified
16000,36 months,10,OWN,110000,debt_consolidation,IL,12.03,0,82.6,16,0,17,not verified
18000,36 months,10,MORTGAGE,95000,credit_card,MI,19.71,0,37.9,29,0,16,not verified
7000,36 months,2,RENT,58000,other,NY,20.44,2,63.7,36,1,15,not verified
4000,36 months,2,MORTGAGE,250000,credit_card,CA,2.77,0,2.4,47,0,14,not verified
25000,36 months,8,RENT,220000,moving,FL,17.51,0,75.4,32,1,23,not verified
15000,36 months,10,MORTGAGE,38000,credit_card,TX,18.28,0,87.1,16,0,7,not verified
18000,36 months,1,RENT,65000,credit_card,CA,20.95,0,98.6,18,0,12,not verified
7200,36 months,3,MORTGAGE,115731,debt_consolidation,MD,5.64,0,41.4,17,0,15,not verified
10000,36 months,2,RENT,35000,debt_consolidation,PA,15.26,1,50.3,11,0,6,not verified
11500,36 months,10,RENT,42000,credit_card,CO,3.2,0,14.7,12,0,38,not verified
3000,36 months,3,RENT,36000,debt_consolidation,CA,9.2,0,83.3,13,0,21,not verified
8000,36 months,10,MORTGAGE,74500,debt_consolidation,IL,3.4,0,89.4,20,0,21,not verified
6500,36 months,10,MORTGAGE,71046.94,other,GA,13.51,0,89.3,30,0,24,not verified
6250,36 months,1,RENT,19250,debt_consolidation,CO,14.65,0,95.3,4,0,5,not verified
21250,36 months,3,RENT,53000,credit_card,MA,24.09,0,60.5,22,0,14,verified
15000,36 months,5,RENT,37818,debt_consolidation,NY,8.25,0,54.7,18,0,19,not verified
2000,36 months,4,RENT,30000,home_improvement,IL,16.48,0,7.7,9,0,10,verified
15000,36 months,10,MORTGAGE,46551,debt_consolidation,GA,6.75,0,76,25,0,17,not verified
12000,36 months,0,RENT,34132.8,debt_consolidation,GA,19.72,0,67.1,10,0,21,not verified
10000,36 months,5,RENT,35000,debt_consolidation,CT,14.13,0,84.4,18,0,17,not verified
10000,36 months,10,MORTGAGE,67000,home_improvement,OH,23.46,0,27,30,0,12,not verified
7000,36 months,3,RENT,41000,debt_consolidation,IL,23.36,0,38.7,20,0,16,not verified
18000,36 months,10,MORTGAGE,50000,debt_consolidation,GA,1.06,0,41.4,38,0,10,not verified
14500,36 months,3,RENT,43200,debt_consolidation,CA,23.72,0,50,19,1,7,not verified
24000,36 months,10,MORTGAGE,320000,credit_card,CA,4.32,1,8.9,27,1,22,verified
2500,36 months,10,MORTGAGE,43200,major_purchase,FL,0,0,0,8,0,17,not verified
15000,36 months,3,MORTGAGE,63000,credit_card,OH,11.5,0,21.1,34,0,13,not verified
3000,36 months,5,RENT,42000,other,CA,10.37,0,96,10,0,14,not verified
18000,36 months,5,RENT,50000,debt_consolidation,NJ,7.44,0,63.9,11,0,6,not verified
10000,36 months,10,MORTGAGE,120000,debt_consolidation,NJ,17.4,1,57.6,20,0,26,verified
20000,36 months,0,MORTGAGE,90000,other,WA,12.41,0,82.5,10,1,5,verified
12800,36 months,10,MORTGAGE,70000,debt_consolidation,IL,13.97,1,55.2,33,0,17,not verified
22000,36 months,6,RENT,82000,debt_consolidation,DC,12.79,0,68.8,17,0,22,verified
24250,36 months,2,RENT,306000,debt_consolidation,MA,10.32,0,83.7,34,0,9,verified
9250,36 months,6,MORTGAGE,43000,debt_consolidation,GA,13,0,89.4,11,0,24,not verified
11200,36 months,9,MORTGAGE,46873.12,debt_consolidation,NH,9.81,0,15,35,0,24,not verified
25000,36 months,3,MORTGAGE,80000,debt_consolidation,VA,14.21,0,21.5,21,0,10,verified
4000,36 months,2,RENT,24000,other,TX,12.85,0,85.5,9,0,7,not verified
25000,36 months,10,MORTGAGE,138571,debt_consolidation,MD,7.22,0,64,28,0,19,verified
6000,36 months,5,OWN,72000,home_improvement,OR,17.05,0,49.8,16,0,10,not verified
5550,36 months,5,RENT,31000,car,MA,1.59,0,32.2,5,1,9,not verified
6000,36 months,2,RENT,62000,credit_card,NJ,24.33,1,38,27,0,9,not verified
13500,36 months,10,MORTGAGE,53184,debt_consolidation,NV,12.84,0,85.1,16,0,11,not verified
12500,36 months,5,MORTGAGE,60000,debt_consolidation,MO,18.22,0,69.7,29,0,17,not verified
25000,36 months,0,MORTGAGE,80000,debt_consolidation,VA,12.24,0,89.3,23,0,12,not verified
7000,36 months,2,RENT,28038,debt_consolidation,MO,14.51,0,60.1,11,0,9,not verified
12000,36 months,10,MORTGAGE,43000,debt_consolidation,FL,15.04,0,81.8,10,0,20,not verified
3000,36 months,9,MORTGAGE,68000,other,WY,19.22,0,92.2,24,0,12,not verified
3000,36 months,2,RENT,67000,other,PA,13.09,0,0,36,0,10,not verified
8400,36 months,2,RENT,55000,debt_consolidation,MA,10.08,0,41,27,0,13,not verified
15000,36 months,10,RENT,50000,debt_consolidation,CA,9.46,0,32.8,14,0,24,verified
3500,36 months,2,RENT,15600,major_purchase,CT,3.62,0,59.9,5,0,4,not verified
16000,36 months,10,RENT,135000,credit_card,NY,10.03,0,62.6,25,0,16,not verified
5500,36 months,2,RENT,44400,other,KY,16.68,0,96.5,8,0,13,not verified
11000,36 months,2,MORTGAGE,70000,debt_consolidation,MA,11.71,0,22.8,28,0,8,not verified
10700,36 months,0,MORTGAGE,150000,credit_card,NY,16.99,0,90.3,37,0,12,not verified
6000,36 months,1,RENT,20000,other,NJ,5.64,0,0,5,0,4,not verified
8400,36 months,0,RENT,42000,credit_card,WA,10.74,0,49.8,22,0,9,not verified
13000,36 months,8,RENT,36000,debt_consolidation,CO,22.83,0,80.4,22,0,15,not verified
15000,36 months,3,MORTGAGE,81120,credit_card,WA,15.25,0,22.1,13,0,13,verified
10000,36 months,10,RENT,60000,debt_consolidation,NY,8.1,0,64,19,0,17,not verified
12000,36 months,4,RENT,30000,other,NH,14.6,0,26.8,12,0,6,not verified
8250,36 months,4,RENT,33000,debt_consolidation,WA,11.53,0,47,10,0,15,not verified
8000,36 months,10,MORTGAGE,36000,debt_consolidation,OH,10.27,0,16.1,35,0,19,not verified
6000,36 months,3,MORTGAGE,106000,credit_card,VA,19.53,0,24.6,64,0,15,not verified
12000,36 months,0,RENT,60000,wedding,CA,5.42,0,7,7,0,12,not verified
10000,36 months,10,MORTGAGE,37000,home_improvement,GA,8.08,0,6.4,12,0,12,not verified
8550,36 months,5,RENT,42000,debt_consolidation,CA,18.89,0,64.7,12,1,8,not verified
6500,36 months,2,RENT,45600,debt_consolidation,OR,13.24,0,45.3,12,0,7,not verified
6400,36 months,1,RENT,37850,house,TX,13.22,0,35.8,5,0,9,not verified
25000,36 months,3,RENT,47000,debt_consolidation,CA,10.85,0,86.2,19,0,18,verified
5000,36 months,10,RENT,103992,moving,MO,9.7,0,0,20,0,17,verified
10000,36 months,4,RENT,33078,debt_consolidation,WI,10.86,0,36.7,10,0,11,not verified
11000,36 months,9,MORTGAGE,43000,credit_card,FL,14.62,0,18.2,49,0,13,verified
10000,36 months,0,RENT,43200,major_purchase,WA,13.39,0,0,20,1,23,not verified
6000,36 months,10,RENT,54000,moving,NY,6.53,0,80.3,22,0,13,not verified
18500,36 months,4,RENT,60000,home_improvement,FL,24.8,0,53.6,43,0,12,not verified
20000,36 months,10,MORTGAGE,130208,other,CA,1.77,0,78.9,11,0,33,not verified
2800,36 months,8,RENT,40000,credit_card,CA,22.02,0,67.7,20,0,12,not verified
2500,36 months,3,MORTGAGE,52000,debt_consolidation,CA,13.11,1,71.2,19,0,16,not verified
21600,36 months,10,MORTGAGE,77248,debt_consolidation,MD,17.48,0,79.8,34,0,32,verified
17600,36 months,3,RENT,77000,credit_card,WA,13.2,0,61.7,24,0,12,not verified
5000,36 months,2,RENT,42000,small_business,NY,17.71,0,73.8,14,0,13,not verified
9000,36 months,10,RENT,62839,major_purchase,NY,2.88,1,19.9,18,0,9,verified
13750,36 months,10,MORTGAGE,30000,debt_consolidation,VA,18.88,1,14.9,37,0,17,not verified
1750,36 months,3,OWN,11440,other,VA,18.46,0,57.7,11,1,16,not verified
10000,36 months,7,MORTGAGE,86000,major_purchase,CT,0,0,0,24,0,13,not verified
11000,36 months,8,MORTGAGE,70000,debt_consolidation,GA,18.53,0,42.9,71,0,26,not verified
24250,36 months,0,RENT,115200,credit_card,MD,13.19,0,70.1,22,0,17,verified
6525,36 months,1,RENT,38000,other,MD,10.11,0,62.3,4,0,5,not verified
10000,36 months,10,MORTGAGE,85680,debt_consolidation,MI,8.47,2,70.3,24,0,33,not verified
3000,36 months,0,RENT,42000,credit_card,CA,22.34,0,25.3,13,0,7,not verified
10000,36 months,5,RENT,125000,other,TX,14.24,0,17.6,33,1,14,verified
14500,36 months,8,MORTGAGE,92400,debt_consolidation,TX,19.47,0,17.2,52,0,15,not verified
7000,36 months,10,MORTGAGE,55000,debt_consolidation,VA,24.24,0,82.8,33,0,17,not verified
2500,36 months,10,MORTGAGE,65000,home_improvement,CO,7.05,0,11.3,28,0,15,not verified
9000,36 months,5,MORTGAGE,120000,medical,CA,3.93,0,12.8,8,0,5,not verified
13000,36 months,8,MORTGAGE,56000,debt_consolidation,MN,17.16,0,48.3,32,0,17,not verified
1200,36 months,10,OWN,54000,debt_consolidation,TX,5.47,0,40.4,31,0,25,not verified
24000,36 months,0,MORTGAGE,1.00E+05,debt_consolidation,MD,8.63,0,6,14,0,15,not verified
15000,36 months,10,RENT,40000,debt_consolidation,NY,11.22,0,38.8,15,0,16,not verified
21000,36 months,10,MORTGAGE,90000,other,CA,15.09,0,91.9,17,0,15,verified
9000,36 months,5,RENT,28800,debt_consolidation,CA,18.67,0,57.5,15,0,9,not verified
8000,36 months,10,MORTGAGE,72000,medical,SC,14.18,2,36,22,0,16,verified
22000,36 months,10,RENT,49000,debt_consolidation,NJ,21.22,0,51.9,39,1,16,verified
3000,36 months,0,RENT,13200,debt_consolidation,SC,14.18,0,87.6,8,1,6,not verified
7500,36 months,2,RENT,165000,major_purchase,NY,1.67,0,0,31,0,37,not verified
10000,36 months,2,RENT,21000,credit_card,TX,2.71,0,83.9,9,0,25,not verified
10000,36 months,3,RENT,65000,debt_consolidation,NY,5.85,0,80.9,9,0,14,not verified
14500,36 months,10,MORTGAGE,72000,home_improvement,CA,0.25,0,0.4,31,0,14,not verified
16000,36 months,8,OWN,53000,debt_consolidation,MO,11.95,0,41.4,69,0,23,not verified
17500,36 months,10,RENT,49270,credit_card,CA,23.19,0,78.1,32,0,14,not verified
6000,36 months,2,RENT,27000,major_purchase,PA,20.71,0,11.6,8,0,6,verified
10000,36 months,8,MORTGAGE,40000,home_improvement,IL,4.02,0,23.6,19,0,20,not verified
1600,36 months,2,MORTGAGE,87500,small_business,IL,0.27,0,1.8,13,0,5,not verified
15000,36 months,4,MORTGAGE,48000,debt_consolidation,TX,21.07,0,40.4,47,0,23,not verified
5000,36 months,9,RENT,47233,debt_consolidation,DC,10.47,0,88.7,10,0,10,verified
6500,36 months,8,RENT,43000,debt_consolidation,NY,11.39,0,62.4,11,0,12,not verified
10000,36 months,8,MORTGAGE,90305,debt_consolidation,OH,9.51,0,47.3,25,1,16,not verified
20000,36 months,10,MORTGAGE,305000,home_improvement,MA,3.91,2,18.5,23,0,16,verified
3000,36 months,9,MORTGAGE,37100,other,AZ,17.92,0,93.8,10,0,11,not verified
8000,36 months,3,RENT,60000,debt_consolidation,NY,19.92,0,56.8,27,0,11,not verified
11200,36 months,2,RENT,60000,credit_card,MI,16.97,0,94.8,13,0,9,verified
4000,36 months,10,RENT,48804,debt_consolidation,CA,8.73,0,53.6,14,1,12,not verified
6600,36 months,0,RENT,70000,credit_card,DC,16.41,0,34.3,19,0,8,not verified
4500,36 months,0,RENT,14400,debt_consolidation,NJ,11.42,0,39.5,20,0,28,not verified
6000,36 months,2,MORTGAGE,24000,home_improvement,MI,9.7,0,14.2,15,0,6,not verified
10000,36 months,3,RENT,79000,credit_card,NJ,11.33,0,43.3,31,0,15,not verified
6000,36 months,3,RENT,25000,debt_consolidation,NY,3.31,0,31.1,13,0,8,not verified
6000,36 months,2,OWN,50000,car,MO,14.09,0,14.9,10,0,4,not verified
5000,36 months,1,RENT,47000,debt_consolidation,DC,1.94,0,51.7,4,0,4,not verified
2500,36 months,1,RENT,38000,home_improvement,CA,10.36,1,59.6,5,0,3,not verified
25000,36 months,5,MORTGAGE,95000,small_business,NJ,8.44,0,0,31,0,16,not verified
5000,36 months,10,OWN,23400,debt_consolidation,NY,10.31,0,71.6,14,0,11,not verified
4000,36 months,3,MORTGAGE,72000,other,NV,17.42,0,76.9,26,0,14,not verified
5000,36 months,0,RENT,10668,major_purchase,FL,2.59,0,25.3,6,0,10,not verified
10000,36 months,10,MORTGAGE,150000,wedding,PA,8.37,0,52.2,35,0,28,not verified
16000,36 months,10,MORTGAGE,78000,home_improvement,CA,1.34,0,64.8,7,0,15,not verified
5600,36 months,7,RENT,48000,major_purchase,GA,9.82,0,62,7,0,6,not verified
4000,36 months,4,RENT,50000,credit_card,MA,7.8,0,22.3,15,0,15,not verified
2500,36 months,10,MORTGAGE,80000,vacation,CA,16.29,0,66.5,39,0,17,not verified
8000,36 months,10,MORTGAGE,85000,debt_consolidation,TX,14.51,0,14.3,25,0,16,not verified
13000,36 months,2,RENT,52000,debt_consolidation,CA,15.14,0,56.7,10,0,6,not verified
5000,36 months,1,RENT,65000,other,NJ,23.85,0,41.8,25,0,10,not verified
2500,36 months,2,RENT,54600,wedding,VA,6.26,0,12,10,0,6,not verified
12000,36 months,6,RENT,70000,debt_consolidation,VA,22.29,0,53.4,21,0,10,not verified
8550,36 months,6,MORTGAGE,105999.8,credit_card,LA,8.11,0,39.7,20,0,10,not verified
6500,36 months,10,MORTGAGE,86500,debt_consolidation,PA,15.95,0,16.5,41,0,13,not verified
10000,36 months,9,MORTGAGE,120000,home_improvement,NJ,8.97,0,46.2,19,0,20,not verified
4000,36 months,1,RENT,42000,debt_consolidation,CA,10.31,0,7.6,14,0,9,not verified
13000,36 months,0,RENT,31200,debt_consolidation,MD,20.62,0,51.2,8,0,8,not verified
10000,36 months,1,RENT,80000,small_business,TX,4.04,0,0,28,0,15,not verified
8000,36 months,10,OWN,40000,major_purchase,OH,14.55,2,8.6,18,0,12,not verified
10000,36 months,0,RENT,51000,other,PA,7.18,0,41.8,21,0,12,not verified
10000,36 months,10,MORTGAGE,68000,credit_card,WY,15.37,0,84.9,14,0,13,not verified
5500,36 months,10,MORTGAGE,58800,other,MO,8.49,0,14.6,73,0,18,not verified
3000,36 months,6,RENT,110000,moving,MA,10.05,0,75.7,28,0,27,not verified
10000,36 months,10,MORTGAGE,69000,wedding,FL,10.57,0,22.5,15,0,13,not verified
2500,36 months,10,MORTGAGE,66560,home_improvement,CA,10.26,0,6.7,23,0,20,not verified
5000,36 months,5,RENT,33000,debt_consolidation,GA,17.09,0,17.2,33,0,9,not verified
6000,36 months,10,MORTGAGE,70000,credit_card,TX,19.59,0,53.7,19,0,11,not verified
7500,36 months,1,RENT,55000,major_purchase,FL,14.62,0,9.5,10,0,6,not verified
5000,36 months,10,MORTGAGE,75000,medical,NJ,2.32,0,7.2,39,0,24,not verified
6000,36 months,0,RENT,19200,debt_consolidation,CA,24.44,0,45.4,16,0,8,not verified
6000,36 months,10,RENT,59578.44,other,CA,23.77,0,63,20,0,9,not verified
2500,36 months,10,MORTGAGE,24000,home_improvement,OH,9.05,0,4.2,64,0,16,not verified
8400,36 months,2,RENT,45000,credit_card,NY,15.15,0,88,23,0,7,not verified
9600,36 months,0,RENT,50000,debt_consolidation,CA,13.2,0,34.5,18,0,10,not verified
2000,36 months,3,MORTGAGE,50400,debt_consolidation,CA,17.79,0,53,24,1,10,not verified
10000,36 months,3,RENT,45000,debt_consolidation,NY,10.64,0,37.7,15,0,9,not verified
11000,36 months,1,RENT,38126,debt_consolidation,CO,11.61,0,23.6,32,0,13,not verified
20000,36 months,3,MORTGAGE,280000,home_improvement,NJ,6,0,15,23,0,7,verified
24000,36 months,5,RENT,1.00E+05,debt_consolidation,PA,14.8,0,75.8,34,0,11,not verified
3200,36 months,4,RENT,88000,other,CA,18.53,0,83.3,37,0,25,not verified
4000,36 months,2,RENT,14400,debt_consolidation,AZ,5.5,0,55.2,8,0,3,not verified
4000,36 months,0,RENT,34200,debt_consolidation,SC,22.6,0,42.8,13,0,21,not verified
5000,36 months,7,RENT,50000,other,PA,14.33,0,11.4,29,0,10,not verified
14800,36 months,3,MORTGAGE,68000,debt_consolidation,AZ,23.28,0,18.5,18,0,11,not verified
18000,36 months,4,OWN,36662,debt_consolidation,SC,19.64,0,51.2,26,0,21,not verified
15000,36 months,7,MORTGAGE,66000,debt_consolidation,GA,12.64,0,84.6,17,1,15,not verified
18000,36 months,10,MORTGAGE,1.00E+05,credit_card,IL,6.24,0,41.2,55,0,18,not verified
15000,36 months,3,MORTGAGE,88000,debt_consolidation,NY,10.7,0,93.5,27,0,19,not verified
25000,36 months,7,MORTGAGE,63800,small_business,CO,14.78,0,63.2,26,0,16,not verified
10000,36 months,5,MORTGAGE,62000,small_business,CT,8.42,0,20.6,26,0,7,not verified
8000,36 months,4,MORTGAGE,55000,small_business,FL,6.55,0,0,24,1,8,verified
5000,36 months,5,MORTGAGE,54000,home_improvement,FL,6.71,0,7.8,17,0,23,not verified
20150,36 months,4,MORTGAGE,75000,other,OH,22.66,0,8.3,29,0,12,not verified
7500,36 months,0,RENT,25000,credit_card,IL,19.92,0,11.63,15,0,11,not verified
6500,36 months,10,MORTGAGE,33600,major_purchase,WV,0.54,0,0.1,32,0,36,not verified
4750,36 months,5,MORTGAGE,49000,debt_consolidation,GA,0,0,0,17,0,13,not verified
7500,36 months,3,RENT,67500,other,TX,9.16,0,5,8,0,5,not verified
6500,36 months,2,RENT,38000,debt_consolidation,IL,12.32,0,8.1,18,0,24,not verified
10000,36 months,3,RENT,40000,major_purchase,GA,8.58,0,5.9,23,0,9,not verified
6000,36 months,0,RENT,29820,debt_consolidation,NY,14.21,0,45.9,10,0,4,not verified
24000,36 months,7,RENT,155000,credit_card,TX,23.19,0,43.9,47,0,20,not verified
10750,36 months,2,MORTGAGE,50000,credit_card,FL,10.39,0,94.4,12,0,21,not verified
6300,36 months,5,MORTGAGE,69930,home_improvement,AL,6.14,0,7.8,16,0,14,not verified
18000,36 months,5,RENT,84000,medical,TX,14.9,0,49.8,25,0,10,not verified
18000,36 months,3,OWN,76000,debt_consolidation,IL,14.84,0,60.3,37,0,14,not verified
12000,36 months,5,MORTGAGE,73000,debt_consolidation,FL,13.55,2,64.1,15,0,13,not verified
9600,36 months,0,RENT,120640,credit_card,WI,10.63,0,85.7,16,0,23,not verified
4200,36 months,6,RENT,63000,moving,MA,10.69,0,93.5,18,0,13,not verified
16000,36 months,1,MORTGAGE,40800,small_business,MI,24.68,0,70.2,15,0,9,not verified
5000,36 months,7,RENT,32400,debt_consolidation,CA,5.89,0,54.5,24,0,22,not verified
16000,36 months,2,MORTGAGE,50000,debt_consolidation,KY,15.17,0,49,14,0,5,not verified
10000,36 months,9,RENT,33000,debt_consolidation,WA,12.81,0,97.8,22,0,9,not verified
25000,36 months,5,MORTGAGE,68902.67,debt_consolidation,CO,22.62,0,82.9,22,0,24,not verified
9000,36 months,3,RENT,36000,debt_consolidation,HI,20.53,0,38.7,12,0,7,not verified
2500,36 months,1,RENT,28080,debt_consolidation,FL,19.66,1,59.2,27,0,11,not verified
7000,36 months,3,MORTGAGE,113000,credit_card,CA,16.91,0,61.6,49,1,20,not verified
10750,36 months,1,RENT,45000,debt_consolidation,OR,24.72,0,69.4,18,0,9,not verified
8400,36 months,4,RENT,39500,debt_consolidation,WI,1.49,2,48.9,49,1,12,not verified
10000,36 months,8,MORTGAGE,39000,major_purchase,LA,0,0,0,32,0,11,not verified
19750,36 months,9,RENT,53000,credit_card,CO,3.67,0,71.7,70,1,22,not verified
17000,36 months,1,RENT,85500,credit_card,GA,20.77,0,79.9,56,0,13,not verified
6000,36 months,0,RENT,42000,debt_consolidation,VA,14.06,1,64.5,21,0,9,not verified
13000,36 months,10,OWN,25000,credit_card,AL,17.23,0,28.3,30,0,12,not verified
12000,36 months,2,RENT,60000,debt_consolidation,NY,15.44,0,73.5,19,0,10,not verified
12800,36 months,2,OWN,63000,credit_card,NJ,5.39,0,27.2,19,0,23,not verified
